online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city
Yes,No,3.5,9,Quick Bites,"South Indian, Biryani",300,Delivery,Koramangala 6th Block
Yes,No,3.3,8,Quick Bites,"South Indian, North Indian",250,Delivery,Koramangala 6th Block
Yes,Yes,4.0,281,"Casual Dining, Bar","European, American, Continental, North Indian, Steak",1500,Delivery,Koramangala 6th Block
Yes,No,3.6,10,Quick Bites,Sandwich,100,Delivery,Koramangala 6th Block
Yes,No,3.4,25,Casual Dining,"Chinese, North Indian, Momos",550,Delivery,Koramangala 6th Block
Yes,No,3.9,128,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Koramangala 6th Block
Yes,No,3.3,26,Delivery,Continental,400,Delivery,Koramangala 6th Block
Yes,No,3.0,39,Quick Bites,"North Indian, Chinese",400,Delivery,Koramangala 6th Block
Yes,No,3.9,48,Quick Bites,"Fast Food, Beverages",400,Delivery,Koramangala 6th Block
Yes,No,3.1,6,Bakery,"Bakery, Desserts",200,Delivery,Koramangala 6th Block
Yes,No,3.5,17,"Takeaway, Delivery",North Indian,300,Delivery,Koramangala 6th Block
Yes,No,3.5,16,Quick Bites,"Chinese, North Indian, Continental",200,Delivery,Koramangala 6th Block
Yes,No,3.6,7,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,Koramangala 6th Block
Yes,No,4.1,366,Casual Dining,"Burger, Desserts, Italian, Pizza, Salad",600,Delivery,Koramangala 6th Block
Yes,Yes,4.3,567,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ",2000,Desserts,Koramangala 6th Block
Yes,No,4.4,363,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",500,Desserts,Koramangala 6th Block
No,No,4.2,1534,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600,Desserts,Koramangala 6th Block
Yes,Yes,4.1,603,Casual Dining,"Italian, North Indian, Healthy Food, Desserts",1100,Desserts,Koramangala 6th Block
Yes,No,4.2,195,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Desserts,Koramangala 6th Block
No,No,4.5,494,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Koramangala 6th Block
Yes,No,3.6,19,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
Yes,No,4.1,23,Delivery,"Bakery, Desserts",500,Desserts,Koramangala 6th Block
No,No,3.5,11,Bakery,Bakery,200,Desserts,Koramangala 6th Block
No,No,3.7,73,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Desserts,Koramangala 6th Block
Yes,No,4.1,511,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Koramangala 6th Block
Yes,No,3.5,34,Sweet Shop,"Mithai, Fast Food",250,Desserts,Koramangala 6th Block
Yes,No,3.4,10,Dessert Parlor,"Desserts, Beverages",300,Desserts,Koramangala 6th Block
No,No,3.5,11,"Takeaway, Delivery","Desserts, Bakery",300,Desserts,Koramangala 6th Block
No,No,3.4,5,Bakery,"Bakery, Desserts",300,Desserts,Koramangala 6th Block
No,No,4.0,40,Dessert Parlor,"Desserts, Fast Food",300,Desserts,Koramangala 6th Block
No,No,2.9,12,Cafe,"Cafe, North Indian, Chinese, Continental",500,Desserts,Koramangala 6th Block
No,No,4.0,157,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
No,No,3.0,66,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Koramangala 6th Block
No,No,4.6,272,"Dessert Parlor, Quick Bites","Desserts, Fast Food",400,Desserts,Koramangala 6th Block
Yes,Yes,4.2,2620,Casual Dining,"Chettinad, Andhra, Kerala",1300,Desserts,Koramangala 6th Block
Yes,Yes,4.4,9080,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Desserts,Koramangala 6th Block
No,No,4.4,1225,Cafe,"Cafe, Continental, Desserts",800,Desserts,Koramangala 6th Block
No,No,4.4,174,"Cafe, Dessert Parlor","Cafe, Italian, Desserts",600,Desserts,Koramangala 6th Block
Yes,Yes,4.1,1855,Cafe,"Cafe, American, Italian, Burger",600,Desserts,Koramangala 6th Block
Yes,No,4.6,834,Dessert Parlor,"Desserts, Beverages",400,Desserts,Koramangala 6th Block
Yes,No,4.5,2621,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Desserts,Koramangala 6th Block
Yes,Yes,4.2,505,Cafe,"Cafe, Continental, Beverages",800,Desserts,Koramangala 6th Block
Yes,No,4.6,1026,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",550,Desserts,Koramangala 6th Block
Yes,Yes,4.3,343,Quick Bites,"Desserts, Ice Cream, Beverages",450,Desserts,Koramangala 6th Block
Yes,No,4.1,61,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",450,Desserts,Koramangala 6th Block
Yes,No,4.3,190,Bakery,"Bakery, Desserts",400,Desserts,Koramangala 6th Block
Yes,No,4.2,1077,Sweet Shop,"Mithai, Street Food",400,Desserts,Koramangala 6th Block
Yes,No,4.5,345,"Dessert Parlor, Cafe","Desserts, Cafe",300,Desserts,Koramangala 6th Block
Yes,No,4.6,155,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Desserts,Koramangala 6th Block
No,No,3.9,124,Bakery,"Bakery, Desserts",500,Desserts,Koramangala 6th Block
No,No,4.3,450,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Desserts,Koramangala 6th Block
Yes,No,4.1,314,"Takeaway, Delivery","Healthy Food, Salad",650,Desserts,Koramangala 6th Block
Yes,No,4.6,278,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Koramangala 6th Block
Yes,No,4.1,141,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200,Desserts,Koramangala 6th Block
Yes,No,4.3,1902,Dessert Parlor,Desserts,400,Desserts,Koramangala 6th Block
Yes,Yes,4.0,151,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100,Desserts,Koramangala 6th Block
Yes,Yes,4.2,1705,Cafe,"Cafe, Italian, Burger, American, Steak",650,Desserts,Koramangala 6th Block
No,No,4.1,724,"Dessert Parlor, Bakery","Desserts, Bakery",300,Desserts,Koramangala 6th Block
Yes,No,3.9,231,Dessert Parlor,"Ice Cream, Desserts",500,Desserts,Koramangala 6th Block
Yes,No,4.2,603,Dessert Parlor,"Desserts, Beverages",900,Desserts,Koramangala 6th Block
Yes,No,4.2,180,Dessert Parlor,"Desserts, Beverages",350,Desserts,Koramangala 6th Block
Yes,No,4.0,69,Dessert Parlor,Desserts,400,Desserts,Koramangala 6th Block
Yes,No,4.8,189,Dessert Parlor,Desserts,400,Desserts,Koramangala 6th Block
Yes,No,4.1,192,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
No,No,4.5,941,Dessert Parlor,"Ice Cream, Beverages",200,Desserts,Koramangala 6th Block
Yes,No,4.1,240,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Desserts,Koramangala 6th Block
Yes,No,4.3,68,Dessert Parlor,"Turkish, Desserts",250,Desserts,Koramangala 6th Block
No,No,3.9,34,Sweet Shop,"Mithai, Oriya, Bengali",150,Desserts,Koramangala 6th Block
No,No,3.9,140,"Quick Bites, Sweet Shop","Street Food, Mithai",200,Desserts,Koramangala 6th Block
Yes,No,4.2,703,Dessert Parlor,"Bakery, Desserts, Beverages",450,Desserts,Koramangala 6th Block
No,No,4.0,366,"Dessert Parlor, Bakery","Desserts, Bakery",300,Desserts,Koramangala 6th Block
Yes,No,3.6,26,Beverage Shop,"Beverages, Fast Food, Ice Cream",200,Desserts,Koramangala 6th Block
Yes,No,4.2,340,Dessert Parlor,"Desserts, Beverages",500,Desserts,Koramangala 6th Block
Yes,No,3.8,23,Dessert Parlor,Desserts,400,Desserts,Koramangala 6th Block
Yes,No,4.4,149,"Takeaway, Delivery","Beverages, Desserts",350,Desserts,Koramangala 6th Block
Yes,No,4.1,211,Beverage Shop,"Beverages, Ice Cream",200,Desserts,Koramangala 6th Block
Yes,No,4.0,187,"Bakery, Dessert Parlor","Bakery, Fast Food",500,Desserts,Koramangala 6th Block
Yes,No,4.0,76,Bakery,"Bakery, Desserts",500,Desserts,Koramangala 6th Block
Yes,No,3.9,128,Dessert Parlor,"Ice Cream, Desserts",200,Desserts,Koramangala 6th Block
Yes,No,4.1,37,"Dessert Parlor, Quick Bites","Desserts, Fast Food",500,Desserts,Koramangala 6th Block
Yes,No,3.9,68,Sweet Shop,"Mithai, Street Food",400,Desserts,Koramangala 6th Block
Yes,No,3.8,123,Bakery,"Bakery, Desserts",400,Desserts,Koramangala 6th Block
Yes,No,4.2,53,Dessert Parlor,"Desserts, Beverages",400,Desserts,Koramangala 6th Block
Yes,No,4.0,169,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts,Koramangala 6th Block
Yes,No,4.1,157,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
Yes,No,4.0,34,Dessert Parlor,"Juices, Ice Cream",200,Desserts,Koramangala 6th Block
Yes,No,3.9,79,Dessert Parlor,"Ice Cream, Desserts",800,Desserts,Koramangala 6th Block
Yes,No,3.9,27,Dessert Parlor,Ice Cream,200,Desserts,Koramangala 6th Block
No,No,4.1,324,Cafe,"Cafe, American, Italian, Beverages",700,Desserts,Koramangala 6th Block
Yes,No,4.0,152,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",350,Desserts,Koramangala 6th Block
Yes,No,4.0,100,Dessert Parlor,Bakery,150,Desserts,Koramangala 6th Block
Yes,No,3.9,110,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,Desserts,Koramangala 6th Block
No,No,3.9,43,Beverage Shop,"Beverages, Juices, Fast Food",200,Desserts,Koramangala 6th Block
Yes,No,4.2,348,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
No,No,4.1,445,Dessert Parlor,"Bakery, Continental, Sandwich, Beverages, Desserts",400,Desserts,Koramangala 6th Block
No,No,3.8,34,Bakery,"Bakery, Desserts, Sandwich",400,Desserts,Koramangala 6th Block
No,No,3.8,291,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500,Desserts,Koramangala 6th Block
Yes,No,3.4,99,Bakery,"Bakery, Desserts",400,Desserts,Koramangala 6th Block
Yes,No,3.9,18,Dessert Parlor,Desserts,300,Desserts,Koramangala 6th Block
No,No,3.8,63,"Cafe, Bakery","Cafe, Desserts, Bakery",600,Desserts,Koramangala 6th Block
Yes,No,3.8,25,Bakery,"Bakery, Desserts",300,Desserts,Koramangala 6th Block
Yes,No,3.5,16,Beverage Shop,"Beverages, Desserts",300,Desserts,Koramangala 6th Block
No,No,3.8,62,"Bakery, Dessert Parlor",Desserts,150,Desserts,Koramangala 6th Block
Yes,No,3.6,37,"Bakery, Quick Bites",Bakery,450,Desserts,Koramangala 6th Block
No,No,3.5,7,Dessert Parlor,"Ice Cream, Beverages",200,Desserts,Koramangala 6th Block
Yes,No,3.9,28,Bakery,"Bakery, Desserts",500,Desserts,Koramangala 6th Block
No,No,3.4,10,Dessert Parlor,Ice Cream,300,Desserts,Koramangala 6th Block
Yes,Yes,4.4,103,Cafe,"Cafe, Continental, Beverages",700,Desserts,Koramangala 6th Block
Yes,No,3.4,6,Bakery,"Bakery, Desserts",400,Desserts,Koramangala 6th Block
Yes,No,3.8,87,Sweet Shop,"Mithai, Desserts",100,Desserts,Koramangala 6th Block
Yes,No,4.0,275,Cafe,Cafe,500,Desserts,Koramangala 6th Block
Yes,No,3.1,11,"Bakery, Dessert Parlor","Bakery, Desserts",300,Desserts,Koramangala 6th Block
Yes,No,3.6,29,Bakery,"Desserts, Bakery",400,Desserts,Koramangala 6th Block
No,No,2.8,53,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Desserts,Koramangala 6th Block
No,No,4.1,147,Dessert Parlor,Ice Cream,200,Desserts,Koramangala 6th Block
Yes,No,4.3,169,Dessert Parlor,"Desserts, Beverages",450,Desserts,Koramangala 6th Block
Yes,No,3.1,6,Bakery,"Bakery, Desserts",200,Desserts,Koramangala 6th Block
No,No,3.3,5,Takeaway,"Bakery, Desserts",500,Desserts,Koramangala 6th Block
No,No,3.5,10,Quick Bites,"Juices, Desserts, Fast Food",250,Desserts,Koramangala 6th Block
No,No,3.3,9,"Quick Bites, Sweet Shop","Desserts, Street Food, Mithai",150,Desserts,Koramangala 6th Block
No,No,3.8,38,Dessert Parlor,"Ice Cream, Beverages, Desserts",400,Desserts,Koramangala 6th Block
No,No,3.7,13,Dessert Parlor,Desserts,400,Desserts,Koramangala 6th Block
No,No,3.6,19,Bakery,"Bakery, Desserts",300,Desserts,Koramangala 6th Block
No,No,3.5,15,"Dessert Parlor, Quick Bites","Desserts, Fast Food",400,Desserts,Koramangala 6th Block
No,No,3.8,18,"Takeaway, Delivery",Desserts,850,Desserts,Koramangala 6th Block
No,No,3.3,4,Sweet Shop,"Mithai, Street Food",300,Desserts,Koramangala 6th Block
No,No,3.5,13,Quick Bites,"Street Food, Mithai",200,Desserts,Koramangala 6th Block
No,No,3.7,49,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400,Desserts,Koramangala 6th Block
No,No,2.9,30,Dessert Parlor,Desserts,250,Desserts,Koramangala 6th Block
Yes,No,3.8,75,Sweet Shop,"Mithai, Street Food",200,Desserts,Koramangala 6th Block
Yes,No,3.8,433,"Dessert Parlor, Quick Bites",Desserts,800,Desserts,Koramangala 6th Block
Yes,No,3.7,52,Cafe,"Cafe, Italian, Pizza",450,Desserts,Koramangala 6th Block
Yes,No,4.0,208,"Sweet Shop, Quick Bites","Mithai, Street Food, Fast Food",200,Desserts,Koramangala 6th Block
Yes,No,4.1,43,"Dessert Parlor, Bakery","Desserts, Bakery",400,Desserts,Koramangala 6th Block
Yes,No,4.0,87,Beverage Shop,Beverages,200,Desserts,Koramangala 6th Block
Yes,No,3.6,41,Delivery,Bakery,500,Desserts,Koramangala 6th Block
No,No,3.5,7,Sweet Shop,"Mithai, Fast Food",300,Desserts,Koramangala 6th Block
No,No,3.7,21,"Dessert Parlor, Sweet Shop","Desserts, Street Food, Mithai",200,Desserts,Koramangala 6th Block
No,No,2.6,56,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Desserts,Koramangala 6th Block
No,No,3.6,11,Quick Bites,"Fast Food, Desserts, Rolls",200,Desserts,Koramangala 6th Block
No,No,3.4,9,Sweet Shop,Mithai,300,Desserts,Koramangala 6th Block
No,No,3.5,6,Bakery,"Bakery, European",300,Desserts,Koramangala 6th Block
No,No,3.7,20,"Bakery, Dessert Parlor","Bakery, Desserts",600,Desserts,Koramangala 6th Block
No,No,3.5,11,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400,Desserts,Koramangala 6th Block
No,No,3.2,5,Sweet Shop,"Mithai, Street Food",350,Desserts,Koramangala 6th Block
Yes,Yes,4.3,576,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ",2000,Dine-out,Koramangala 6th Block
No,Yes,4.5,578,Bar,"Finger Food, North Indian, Continental",1000,Dine-out,Koramangala 6th Block
Yes,No,4.4,364,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",500,Dine-out,Koramangala 6th Block
Yes,Yes,4.4,523,Casual Dining,"American, European",2500,Dine-out,Koramangala 6th Block
Yes,Yes,4.4,1856,Casual Dining,Chinese,1100,Dine-out,Koramangala 6th Block
No,No,3.8,4655,"Lounge, Microbrewery","North Indian, Continental, Chinese",2000,Dine-out,Koramangala 6th Block
Yes,Yes,4.0,1879,Casual Dining,North Indian,600,Dine-out,Koramangala 6th Block
Yes,Yes,4.1,602,Casual Dining,"Italian, North Indian, Healthy Food, Desserts",1100,Dine-out,Koramangala 6th Block
Yes,No,4.1,845,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese",700,Dine-out,Koramangala 6th Block
Yes,No,4.2,823,Casual Dining,North Indian,1000,Dine-out,Koramangala 6th Block
Yes,No,4.1,991,Cafe,"Cafe, Continental, Italian",600,Dine-out,Koramangala 6th Block
Yes,No,4.1,1962,Casual Dining,"Bengali, Mughlai",650,Dine-out,Koramangala 6th Block
No,Yes,4.2,817,Cafe,"Cafe, Continental, Chinese, Italian",800,Dine-out,Koramangala 6th Block
No,No,4.1,2450,Cafe,"Cafe, Burger, Fast Food, Desserts",700,Dine-out,Koramangala 6th Block
No,No,4.0,1408,"Pub, Casual Dining","Continental, American, Pizza, BBQ",1000,Dine-out,Koramangala 6th Block
Yes,No,3.9,475,Casual Dining,Oriya,600,Dine-out,Koramangala 6th Block
Yes,No,3.7,32,Casual Dining,North Indian,700,Dine-out,Koramangala 6th Block
Yes,No,4.1,87,Cafe,"Cafe, Desserts",700,Dine-out,Koramangala 6th Block
Yes,No,3.9,457,Casual Dining,Chinese,1000,Dine-out,Koramangala 6th Block
No,No,4.2,271,"Pub, Casual Dining","Continental, Pizza, Burger",1400,Dine-out,Koramangala 6th Block
Yes,No,4.0,783,Casual Dining,"Italian, Pizza, Fast Food, Salad",750,Dine-out,Koramangala 6th Block
Yes,No,4.0,72,Casual Dining,"Mangalorean, Seafood, Chinese, North Indian",1000,Dine-out,Koramangala 6th Block
No,No,4.0,293,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Dine-out,Koramangala 6th Block
No,No,3.8,38,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",900,Dine-out,Koramangala 6th Block
No,No,3.8,674,Pub,"American, North Indian, Chinese",1700,Dine-out,Koramangala 6th Block
Yes,No,3.9,293,Kiosk,"Street Food, North Indian",250,Dine-out,Koramangala 6th Block
Yes,No,3.4,31,Casual Dining,"South Indian, North Indian, Chinese",700,Dine-out,Koramangala 6th Block
No,No,3.7,73,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Dine-out,Koramangala 6th Block
Yes,No,3.7,26,Quick Bites,"Kerala, South Indian",400,Dine-out,Koramangala 6th Block
Yes,No,3.5,74,Casual Dining,Kashmiri,600,Dine-out,Koramangala 6th Block
Yes,No,3.8,215,Casual Dining,"Mexican, Continental, Italian, Chinese",700,Dine-out,Koramangala 6th Block
Yes,No,3.6,242,Casual Dining,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,Dine-out,Koramangala 6th Block
Yes,No,3.1,121,Casual Dining,"North Indian, Chinese",500,Dine-out,Koramangala 6th Block
No,No,3.5,20,Casual Dining,"South Indian, North Indian",400,Dine-out,Koramangala 6th Block
Yes,No,4.1,507,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",600,Dine-out,Koramangala 6th Block
Yes,No,3.5,34,Sweet Shop,"Mithai, Fast Food",250,Dine-out,Koramangala 6th Block
Yes,No,3.7,47,Casual Dining,"North Indian, Chinese, Bengali",800,Dine-out,Koramangala 6th Block
No,No,3.8,152,"Pub, Casual Dining","American, Pizza, Burger",1500,Dine-out,Koramangala 6th Block
No,No,3.7,68,Bar,"Finger Food, Continental",1000,Dine-out,Koramangala 6th Block
No,No,3.4,7,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian",1000,Dine-out,Koramangala 6th Block
No,No,2.8,227,Cafe,Cafe,450,Dine-out,Koramangala 6th Block
Yes,Yes,3.7,1015,Bar,"Continental, Chinese",1300,Dine-out,Koramangala 6th Block
No,No,3.0,25,Bar,"Finger Food, Continental",2300,Dine-out,Koramangala 6th Block
No,No,3.6,54,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400,Dine-out,Koramangala 6th Block
No,No,3.8,29,Bar,"North Indian, Chinese",800,Dine-out,Koramangala 6th Block
No,No,2.9,12,Cafe,"Cafe, North Indian, Chinese, Continental",500,Dine-out,Koramangala 6th Block
No,No,3.4,18,Mess,Biryani,250,Dine-out,Koramangala 6th Block
No,No,2.7,61,Quick Bites,"Arabian, Biryani, North Indian, Chinese, Fast Food",500,Dine-out,Koramangala 6th Block
No,Yes,3.7,81,Lounge,Finger Food,1200,Dine-out,Koramangala 6th Block
Yes,No,3.7,93,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Koramangala 6th Block
Yes,No,3.9,327,Casual Dining,"Andhra, Biryani",500,Dine-out,Koramangala 6th Block
Yes,No,3.9,490,Casual Dining,"Pizza, Fast Food",750,Dine-out,Koramangala 6th Block
Yes,No,4.1,1963,Quick Bites,"Mexican, American, Fast Food",600,Dine-out,Koramangala 6th Block
Yes,No,4.3,3621,Quick Bites,"Street Food, Desserts, North Indian, Mithai, Rajasthani",400,Dine-out,Koramangala 6th Block
No,No,4.2,1534,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600,Dine-out,Koramangala 6th Block
No,No,4.2,94,Quick Bites,North Indian,400,Dine-out,Koramangala 6th Block
Yes,No,4.3,656,Quick Bites,South Indian,250,Dine-out,Koramangala 6th Block
Yes,No,4.3,193,Quick Bites,"Street Food, North Indian, Mithai, Chinese, Beverages",300,Dine-out,Koramangala 6th Block
Yes,No,4.0,63,Quick Bites,"Italian, Fast Food, Pizza",400,Dine-out,Koramangala 6th Block
Yes,No,4.2,195,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,Koramangala 6th Block
No,No,3.7,468,Quick Bites,South Indian,200,Dine-out,Koramangala 6th Block
Yes,No,3.9,44,Quick Bites,"Coffee, Fast Food, Chinese, Beverages",550,Dine-out,Koramangala 6th Block
Yes,No,3.8,480,Quick Bites,"Burger, Fast Food",450,Dine-out,Koramangala 6th Block
Yes,No,4.0,567,Quick Bites,"Pizza, Fast Food",400,Dine-out,Koramangala 6th Block
Yes,No,3.9,503,Quick Bites,"Street Food, Gujarati",300,Dine-out,Koramangala 6th Block
Yes,No,3.7,32,Quick Bites,"Fast Food, Rolls",450,Dine-out,Koramangala 6th Block
Yes,No,3.9,44,Quick Bites,South Indian,300,Dine-out,Koramangala 6th Block
No,No,3.9,154,Quick Bites,"North Indian, Street Food",200,Dine-out,Koramangala 6th Block
No,No,3.4,6,Quick Bites,"Goan, Mangalorean",400,Dine-out,Koramangala 6th Block
Yes,No,3.9,213,Quick Bites,"Burger, Beverages, Rolls",400,Dine-out,Koramangala 6th Block
Yes,No,3.8,108,Quick Bites,"Cafe, Burger, Fast Food",400,Dine-out,Koramangala 6th Block
No,No,4.0,99,Quick Bites,"Street Food, Beverages",200,Dine-out,Koramangala 6th Block
Yes,No,4.1,322,Quick Bites,North Indian,600,Dine-out,Koramangala 6th Block
No,No,2.7,45,Quick Bites,"Fast Food, Burger",300,Dine-out,Koramangala 6th Block
Yes,No,3.4,9,Quick Bites,South Indian,250,Dine-out,Koramangala 6th Block
Yes,Yes,4.1,152,Quick Bites,"Cafe, Chinese, Continental",600,Dine-out,Koramangala 6th Block
Yes,No,3.6,41,Food Court,"Kerala, South Indian",500,Dine-out,Koramangala 6th Block
No,No,4.0,203,"Food Court, Quick Bites","Bengali, Bihari",350,Dine-out,Koramangala 6th Block
Yes,No,3.7,36,Quick Bites,"Rajasthani, North Indian, Street Food",300,Dine-out,Koramangala 6th Block
Yes,No,3.4,65,Quick Bites,"Biryani, South Indian",350,Dine-out,Koramangala 6th Block
Yes,No,3.6,72,Quick Bites,Mexican,200,Dine-out,Koramangala 6th Block
No,No,3.1,39,Quick Bites,Maharashtrian,250,Dine-out,Koramangala 6th Block
Yes,No,3.0,7,Quick Bites,"Arabian, Mediterranean",400,Dine-out,Koramangala 6th Block
Yes,No,3.3,7,Quick Bites,South Indian,150,Dine-out,Koramangala 6th Block
